id,category,room,name,description,x,y,z
1432,office,110-1001-4,Faculty Office,Jeongseob Kim,770,1077,10
1433,office,110-1001-5,Faculty Office,GiHyoug Cho,770,1051,10
1434,office,110-1001-6,Faculty Office,Jibum Chung,770,1030,10
1435,office,110-1001-7,Faculty Office,Sarah Kang,787,1059,10
1436,office,110-1001-8,Faculty Office,Jungho Im,839,1059,10
1437,office,110-1001-9,Faculty Office,Myoungin Lee,855,1032,10
1438,office,110-1001-10,Faculty Office,Sangseo Park,855,1048,10
1439,office,110-1001-11,Faculty Office,Donghyun Cha,855,1080,10
1440,office,110-1001-12,Faculty Office,-,855,1099,10
1441,office,110-1001-13,Faculty Office,-,855,1119,10
1442,office,110-1001-14,Researcher Administrative Office,-,855,1137,10
1443,ebox,-,emergency box 1,-,797,1214,10
1444,ebox,-,emergency box 2,-,799,1493,10
1445,shower,-,shower 1,-,768,1525,10
1446,shower,-,shower 2,-,768,1374,10
1447,shower,-,shower 3,-,768,1225,10
1448,shower,-,shower 4,-,869,1524,10
1449,shower,-,shower 5,-,863,1370,10
1450,shower,-,shower 6,-,861,1219,10
1451,toilet,-,10th floor toilet,-,818,1266,10
1452,lab,110-1002,Climate & Environmental Measurements Lab,-,865,1179,10
1453,lab,110-1003-1,IRIS Lab,-,865,1231,10
1454,lab,110-1003-2,Climate Environment Modeling Lab,-,865,1231,10
1455,lab,110-1004,Geotechnical Earthquake Engineering Research Lab,-,865,1336,10
1456,etc,110-1005,-,-,865,1382,10
1457,etc,110-1006,Server Room,-,865,1382,10
1458,etc,110-1007,Image Seminar Room,-,865,1431,10
1459,lab,110-1008-1,High-impact Weather Prediction Lab,-,865,1498,10
1460,lab,110-1008-2,Climate Dynamics Lab,-,865,1498,10
1461,classroom,110-1009,Graduate School Lecture Room,-,847,1535,10
1462,lab,110-1010-1,Environmental Monitoring & Modeling Lab,-,771,1536,10
1463,etc,110-1010-2,-,-,771,1536,10
1464,etc,110-1011,Urban and Disaster Engineering Equipment Room,-,771,1431,10
1465,etc,110-1012,Student Lounge,-,771,1382,10
1466,lab,110-1013-1,Sustainable Urban Planning & Design Lab,-,771,1336,10
1467,lab,110-1013-2,Urban Planning and Analytics Lab,-,771,1336,10
1468,lab,110-1013-3,Risk Management Policy & Safety Design Lab,-,771,1336,10
1469,etc,110-1014,Design Studio & UEE Hall,-,771,1179,10
1470,lab,110-1015,Computer Lab,-,845,1337,10
1471,elevator,-,11th floor customer elevator,-,816,1233,11
1472,etc,110-1101,Faculty Conference Room,-,787,1122,11
1473,office,110-1101-1,Faculty Office,-,773,1151,11
1474,office,110-1101-2,Faculty Office,-,770,1127,11
1475,office,110-1101-3,Faculty Office,-,770,1100,11
1476,office,110-1101-4,Faculty Office,Jaeweon Cho,770,1077,11
1477,office,110-1101-5,Faculty Office,Yoonseok Chang,770,1051,11
1478,office,110-1101-6,Faculty Office,Youngnam Kwon,770,1030,11
1479,office,110-1101-7,Faculty Office,SungDeuk Choi,787,1059,11
1480,office,110-1101-8,Faculty Office,Changsoo Lee,839,1059,11
1481,office,110-1101-9,Faculty Office,Hyokwan Bae,855,1032,11
1482,office,110-1101-10,Faculty Office,Yongwon Seo,855,1048,11
1483,office,110-1101-11,Faculty Office,Kwiyong Kim,855,1080,11
1484,office,110-1101-12,Faculty Office,-,855,1099,11
1485,office,110-1101-13,Faculty Office,-,855,1119,11
1486,office,110-1101-14,Faculty Office,-,855,1137,11
1487,ebox,-,emergency box 1,-,797,1214,11
1488,ebox,-,emergency box 2,-,799,1493,11
1489,shower,-,shower 1,-,768,1525,11
1490,shower,-,shower 2,-,768,1374,11
1491,shower,-,shower 3,-,768,1225,11
1492,shower,-,shower 4,-,869,1524,11
1493,shower,-,shower 5,-,863,1370,11
1494,shower,-,shower 6,-,861,1219,11
1495,toilet,-,11th floor toilet,-,818,1266,11
1496,lab,110-1102,Graduate Students Office,-,864,1179,11
1497,lab,110-1103,Undergraduate Lab,-,864,1231,11
1498,lab,110-1104-1,Advanced Clean Energy Lab,-,864,1432,11
1499,lab,110-1104-2,ART Lab,-,864,1432,11
1500,lab,110-1104-3,Applied Biotechnology Lab for Environment,-,864,1432,11
1501,classroom,110-1105,Graduate School Lecture Room,-,847,1534,11
1502,lab,110-1106,EACL Pretreatment Lab,-,771,1536,11
1503,lab,110-1107-1,EACL Pretreatment Lab,-,771,1536,11
1504,lab,110-1107-2,Organic-Interface Engineering Lab,-,768,1432,11
1505,lab,110-1107-3,SMART Lab,-,767,1309,11
1506,lab,110-1108,Graduate Students Office,-,767,1241,11
1507,lab,110-1109,Graduate Students Office,-,767,1182,11
1508,etc,110-1110,Common Research Facilities,-,845,1387,11
1509,node,-,110-3-SW,-,779,1413,3
1510,node,-,110-3-NW,-,779,1214,3
1511,node,-,110-3-SE,-,855,1408,3
1512,node,-,110-3-NE,-,848,1215,3
1513,node,-,110-4-SW,-,779,1413,4
1514,node,-,110-4-NW,-,779,1214,4
1515,node,-,110-4-SE,-,855,1408,4
1516,node,-,110-4-NE,-,848,1215,4
1517,node,-,110-5-SW,-,779,1413,5
1518,node,-,110-5-NW,-,779,1214,5
1519,node,-,110-5-SE,-,855,1408,5
1520,node,-,110-5-NE,-,848,1215,5
1521,node,-,110-6-SW,-,779,1413,6
1522,node,-,110-6-NW,-,779,1214,6
1523,node,-,110-6-SE,-,855,1408,6
1524,node,-,110-6-NE,-,848,1215,6
1525,node,-,110-7-SW,-,779,1413,7
1526,node,-,110-7-NW,-,779,1214,7
1527,node,-,110-7-SE,-,855,1408,7
1528,node,-,110-7-NE,-,848,1215,7
1529,node,-,110-8-SW,-,779,1413,8
1530,node,-,110-8-NW,-,779,1214,8
1531,node,-,110-8-SE,-,855,1408,8
1532,node,-,110-8-NE,-,848,1215,8
1533,node,-,110-9-SW,-,779,1413,9
1534,node,-,110-9-NW,-,779,1214,9
1535,node,-,110-9-SE,-,855,1408,9
1536,node,-,110-9-NE,-,848,1215,9
1537,node,-,110-10-SW,-,779,1413,10
1538,node,-,110-10-NW,-,779,1214,10
1539,node,-,110-10-SE,-,855,1408,10
1540,node,-,110-10-NE,-,848,1215,10
1541,node,-,110-11-SW,-,779,1413,11
1542,node,-,110-11-NW,-,779,1214,11
1543,node,-,110-11-SE,-,855,1408,11
1544,node,-,110-11-NE,-,848,1215,11
1545,etc,112-301,Conference Room,-,407,1080,3
1546,office,112-301-1,IE Office,-,321,1098,3
1547,lab,112-301-2,gunslab,-,334,1072,3
1548,lab,112-301-3,gunslab,-,340,1044,3
1549,office,112-301-4,Faculty Office,Guntae Kim,343,1022,3
1550,office,112-301-5,Faculty Office,Sang Jin Kweon,359,995,3
1551,office,112-301-6,Faculty Office,Kyung A Son,362,967,3
1552,office,112-301-7,Faculty Office,Yongjae Lee,378,1002,3
1553,office,112-301-8,Faculty Office,Sungil Kim,423,1013,3
1554,office,112-301-9,Faculty Office,Marco Comuzzi,450,1001,3
1555,office,112-301-10,Faculty Office,Sunghoon Lim,442,1022,3
1556,office,112-301-11,Faculty Office,Chiehyeon Lim,433,1055,3
1557,office,112-301-12,Faculty Office,Junghye Lee,430,1073,3
1558,office,112-301-13,Faculty Office,Gi-Soo Kim,418,1106,3
1559,office,112-301-14,Faculty Office,Dongyoung Lim,408,1124,3
1560,lab,112-302-1,IE LAB,-,407,1150,3
1561,lab,112-302-2,IE LAB,-,400,1176,3
1562,lab,112-302-3,IE LAB,-,392,1203,3
1563,lab,112-302-4,IE LAB,-,384,1229,3
1564,lab,112-302-5,IE LAB,-,377,1256,3
1565,lab,112-302-6,IE LAB,-,364,1293,3
1566,lab,112-302-7,IE LAB,-,351,1343,3
1567,lab,112-302-8,IE LAB,-,341,1375,3
1568,lab,112-302-9,IE LAB,-,332,1408,3
1569,lab,112-302-10,IE LAB,-,323,1441,3
1570,lab,112-302-11,Environmental Radiation Pretreatment Lab,-,306,1499,3
1571,lab,112-303,Nuclear D&D Lab,-,266,1511,3
1572,elevator,-,elevator,-,267,1432,3
1573,elevator,-,elevator,-,344,1178,3
1574,ebox,-,emergency box,-,278,1449,3
1575,ebox,-,emergency box,-,360,1183,3
1576,toilet,-,toilet,-,324,1248,3
1577,shower,-,shower,-,211,1432,3
1578,shower,-,shower,-,260,1284,3
1579,shower,-,shower,-,296,1161,3
1580,shower,-,shower,-,312,1462,3
1581,shower,-,shower,-,358,1315,3
1582,shower,-,shower,-,397,1194,3
1583,etc,112-401,Faculty Conference Room,-,407,1080,4
1584,etc,112-401-1,Student Council Room,-,321,1098,4
1585,etc,112-401-2,Female Staff lounge,-,334,1072,4
1586,office,112-401-6,Faculty Office,Juha Kim,362,967,4
1587,office,112-401-7,Faculty Office,Jahwa Lee,378,1002,4
1588,office,112-401-9,Faculty Office,Jasun Lee,450,1001,4
1589,etc,112-401-11,Archive Room,-,433,1055,4
1590,office,112-401-12,"Administrative Office / School of Mechanical, Aerospace and Nuclear Engineering",-,430,1073,4
1591,office,112-401-13,"Administrative Office / School of Mechanical, Aerospace and Nuclear Engineering",-,418,1106,4
1592,office,112-401-14,"Administrative Office / School of Mechanical, Aerospace and Nuclear Engineering",-,408,1124,4
1593,office,112-403,Graduate students Office,-,266,1511,4
1594,etc,112-404,Computer Lab,-,214,1407,4
1595,lab,112-405,Fluid-Based Convergence Lab,-,249,1316,4
1596,lab,112-407,Innovative Thermal Engineering Lab,-,289,1174,4
1597,lab,112-408,Graduate students Office,-,306,1121,4
1598,class room,112-409,Lecture Room,-,321,1343,4
1599,elevator,-,elevator,-,267,1432,4
1600,elevator,-,elevator,-,344,1178,4
1601,ebox,-,emergency box,-,278,1449,4
1602,ebox,-,emergency box,-,360,1183,4
1603,toilet,-,toilet,-,324,1248,4
1604,shower,-,shower,-,211,1432,4
1605,shower,-,shower,-,260,1284,4
1606,shower,-,shower,-,296,1161,4
1607,shower,-,shower,-,312,1462,4
1608,shower,-,shower,-,358,1315,4
1609,shower,-,shower,-,397,1194,4
1610,office,112-501-3,Faculty Office,Hee Reyoung Kim,340,1044,5
1611,office,112-501-5,Faculty Office,Seung Jun Lee,359,995,5
1612,office,112-501-6,Faculty Office,Deok jung Lee,362,967,5
1613,office,112-501-7,Faculty Office,Sang joon Ahn,378,1002,5
1614,office,112-501-9,Faculty Office,In Cheol Bang,450,1001,5
1615,office,112-501-10,Faculty Office,Ji Hyun Kim,442,1022,5
1616,office,112-501-11,Faculty Office,Jae yeong Park,433,1055,5
1617,office,112-501-12,Faculty Office,Ei sung Yoon,430,1073,5
1618,office,112-501-13,Faculty Office,Douglas A. Fynan,418,1106,5
1619,office,112-501-14,Faculty Office,Ji min Lee,408,1124,5
1620,lab,112-506,UNIST Nuclear Innovative Materials,-,332,1408,5
1621,lab,112-507,Nuclear Thermal Hydraulics and Reactor Safety Lab,-,306,1499,5
1622,lab,112-509,Radiation and Magnetohydrodynamics Advanced Lab,-,200,1466,5
1623,lab,112-504,Nuclear Safety Assessment and Plant HMI Evolution Lab,-,364,1293,5
1624,lab,112-511,UNIST Radioactive Nuclear Materials Laboratory,-,407,1080,5
1625,lab,112-502,Fussion and Plasma Application Research Lab,-,407,1150,5
1626,lab,112-503,Fussion and Plasma Application Research Lab,-,392,1203,5
1627,lab,112-512,Fual Cycles and Waste Lab,-,265,1261,5
1628,lab,112-505,Radiation & Medical Intelligence Lab,-,351,1343,5
1629,elevator,-,elevator,-,267,1432,5
1630,elevator,-,elevator,-,344,1178,5
1631,ebox,-,emergency box,-,278,1449,5
1632,ebox,-,emergency box,-,360,1183,5
1633,toilet,-,toilet,-,324,1248,5
1634,shower,-,shower,-,211,1432,5
1635,shower,-,shower,-,260,1284,5
1636,shower,-,shower,-,296,1161,5
1637,shower,-,shower,-,312,1462,5
1638,shower,-,shower,-,358,1315,5
1639,shower,-,shower,-,397,1194,5
1640,class room,112-601,Graduate School Lecture Room,-,407,1080,6
1641,office,112-601-1,Researcher Administrative Office,-,321,1098,6
1642,office,112-601-14,Researcher Administrative Office,-,408,1124,6
1643,office,112-601-4,Faculty Office,Aejung Yoon,343,1022,6
1644,office,112-601-5,Faculty Office,Im Doo Jung,359,995,6
1645,office,112-601-6,Faculty Office,Hyung Wook Park,362,967,6
1646,office,112-601-9,Faculty Office,Heong Joo Park,450,1001,6
1647,office,112-601-10,Faculty Office,Young-Bin Park,442,1022,6
1648,office,112-601-11,Faculty Office,Namhun Kim,433,1055,6
1649,office,112-601-13,Faculty Office,Sang Hoon Kang,418,1106,6
1650,lab,112-602,"Mechanical, Aerospace Engineering Lab",-,400,1176,6
1651,lab,112-603,Nuclear Engineering Lab,-,392,1203,6
1652,lab,112-605,Graduate Students Office,-,266,1511,6
1653,lab,112-606,Functional Intelligent Materials Lab,-,200,1740,6
1654,lab,112-607,Composite Materials and Structures Lab,-,238,1372,6
1655,lab,112-608,Multiscale Hybrid Manufacturing Lab,-,249,1316,6
1656,lab,112-609,Flow Physics and Control lab,-,265,1261,6
1657,lab,112-610,Graduate Students Office,-,289,1174,6
1658,lab,112-611,Graduate Students Office,-,306,1121,6
1659,class room,112-612,Seminar Room,-,321,1343,6
1660,elevator,-,elevator,-,267,1432,6
1661,elevator,-,elevator,-,344,1178,6
1662,ebox,-,emergency box,-,278,1449,6
1663,ebox,-,emergency box,-,360,1183,6
1664,toilet,-,toilet,-,324,1248,6
1665,shower,-,shower,-,211,1432,6
1666,shower,-,shower,-,260,1284,6
1667,shower,-,shower,-,296,1161,6
1668,shower,-,shower,-,312,1462,6
1669,shower,-,shower,-,358,1315,6
1670,shower,-,shower,-,397,1194,6
1671,class room,112-701,Graduate School Lecture Room,-,407,1080,7
1672,office,112-701-1,Researcher Administrative Office,-,321,1098,7
1673,office,112-701-4,Faculty Office,Chulhyeon Kwon,343,1022,7
1674,office,112-701-5,Faculty Office,Hooneui Jeong,359,995,7
1675,office,112-701-6,Faculty Office,HeungJoo Shin,362,967,7
1676,office,112-701-7,Faculty Office,Hyungsun Ki,378,1002,7
1677,office,112-701-8,Faculty Office,Choonsang Yu,423,1013,7
1678,office,112-701-9,Faculty Office,Taesung Kim,450,1001,7
1679,office,112-701-10,Faculty Office,Jaesung Jang,442,1022,7
1680,lab,112-703,Microfluidics and Nanomechatronics Lab,-,351,1343,7
1681,lab,112-705,Sensors & Aerosols Lab,-,306,1499,7
1682,lab,112-706,Graduate Students Office,-,266,1511,7
1683,lab,112-707,Multiscale Biomimetics and Manufacturing Lab,-,200,1466,7
1684,lab,112-708,SoftHeat Group - thermal physics in soft matter,-,238,1372,7
1685,lab,112-709,Micro/Nano Integrated Systems Lab,-,249,1316,7
1686,lab,112-710,Laser Processing & Multiphysics Systems Lab,-,265,1261,7
1687,lab,112-711,Graduate Students Office,-,289,1174,7
1688,lab,112-712,Combustion & Propulsion Lab,-,306,1121,7
1689,etc,112-713,Seminar Room,-,321,1343,7
1690,elevator,-,elevator,-,267,1432,7
1691,elevator,-,elevator,-,344,1178,7
1692,ebox,-,emergency box,-,278,1449,7
1693,ebox,-,emergency box,-,360,1183,7
1694,toilet,-,toilet,-,324,1248,7
1695,shower,-,shower,-,211,1432,7
1696,shower,-,shower,-,260,1284,7
1697,shower,-,shower,-,296,1161,7
1698,shower,-,shower,-,312,1462,7
1699,shower,-,shower,-,358,1315,7
1700,shower,-,shower,-,397,1194,7
1701,etc,112-801,Video Conference Room,-,407,1080,8
1702,office,112-801-1,Researcher Administrative Office,-,321,1098,8
1703,office,112-801-4,Faculty Office,Hyundong Oh,343,1022,8
1704,office,112-801-6,Faculty Office,Sungyeop Kim,362,967,8
1705,office,112-801-7,Faculty Office,Heungsun Son,378,1002,8
1706,office,112-801-9,Faculty Office,Joonbum Bae,450,1001,8
1707,office,112-801-10,Faculty Office,Woosuk Ji,442,1022,8
1708,office,112-801-11,Faculty Office,Joohwan Oh,433,1055,8
1709,office,112-801-12,Faculty Office,Hayoung Chung,430,1073,8
1710,etc,112-801-14,Lounge,-,408,1124,8
1711,lab,112-802,Computational Advanced Nanomechanics Lab,-,407,1150,8
1712,lab,112-804,Graduate Students Office,-,364,1293,8
1713,lab,112-806,Cooling Technology Lab,-,332,1408,8
1714,lab,112-807,"Wave, Acoustics and Vibration Lab",-,306,1499,8
1715,lab,112-808,Graduate Students Office,-,266,1511,8
1716,lab,112-809,Electromechanical Systems and Control Lab,-,200,1466,8
1717,lab,112-810,Autonomous Systems Lab,-,238,1372,8
1718,lab,112-811,Bio-Robotics and Control Lab,-,249,1316,8
1719,lab,112-813,Graduate Students Office,-,289,1174,8
1720,lab,112-814,Graduate Students Office,-,306,1121,8
1721,etc,112-815,Seminar Room,-,321,1343,8
1722,elevator,-,elevator,-,267,1432,8
1723,elevator,-,elevator,-,344,1178,8
1724,ebox,-,emergency box,-,278,1449,8
1725,ebox,-,emergency box,-,360,1183,8
1726,toilet,-,toilet,-,324,1248,8
1727,shower,-,shower,-,211,1432,8
1728,shower,-,shower,-,260,1284,8
1729,shower,-,shower,-,296,1161,8
1730,shower,-,shower,-,312,1462,8
1731,shower,-,shower,-,358,1315,8
1732,shower,-,shower,-,397,1194,8
1733,node,-,112-3-NE,-,381,1187,3
1734,node,-,112-3-SE,-,301,1443,3
1735,node,-,112-3-SW,-,233,1427,3
1736,node,-,112-3-NW,-,309,1169,3
1737,node,-,112-4-NE,-,381,1187,4
1738,node,-,112-4-SE,-,301,1443,4
1739,node,-,112-4-SW,-,233,1427,4
1740,node,-,112-4-NW,-,309,1169,4
1741,node,-,112-5-NE,-,381,1187,5
1742,node,-,112-5-SE,-,301,1443,5
1743,node,-,112-5-SW,-,233,1427,5
1744,node,-,112-5-NW,-,309,1169,5
1745,node,-,112-6-NE,-,381,1187,6
1746,node,-,112-6-SE,-,301,1443,6
1747,node,-,112-6-SW,-,233,1427,6
1748,node,-,112-6-NW,-,309,1169,6
1749,node,-,112-7-NE,-,381,1187,7
1750,node,-,112-7-SE,-,301,1443,7
1751,node,-,112-7-SW,-,233,1427,7
1752,node,-,112-7-NW,-,309,1169,7
1753,node,-,112-8-NE,-,381,1187,8
1754,node,-,112-8-SE,-,301,1443,8
1755,node,-,112-8-SW,-,233,1427,8
1756,node,-,112-8-NW,-,309,1169,8
1757,stair,-,106 stair 2,-,1671,1043,2
